Loyalty Number,churn_risk_score,blended_churn,hard_churn,behavioral_churn,was_active_2017,in_training_cohort
100214,0.022045381373857486,0,0,0,1,1
459999,0.09443458545135919,0,0,0,1,1
268128,0.012538609015851609,0,0,0,1,1
930584,0.02609838680074532,0,0,0,1,1
327796,0.13485880855175278,0,0,0,1,1
947467,0.02222468988552209,0,0,0,1,1
743510,0.041308856814582906,0,0,0,1,1
580324,0.01872706363188971,0,0,0,1,1
845613,0.1790735835060406,0,0,0,0,0
645919,0.19125302869640773,0,0,0,0,0
423324,0.16924334908255195,0,0,0,0,1
101945,0.022398507659664883,0,0,0,1,1
713636,0.03316322293450734,0,0,0,1,1
302509,0.028271480409776433,0,0,0,1,1
789421,0.03193264786970587,0,0,0,1,1
675879,0.22281501033613754,0,0,0,0,0
404426,0.023612124892384793,0,0,0,1,1
827194,0.16494899010239208,0,0,0,0,0
438023,0.014341449074759578,0,0,0,1,1
397518,0.19022626313867796,1,1,0,0,0
872932,0.02387748116100096,0,0,0,1,1
407945,0.015161074933222078,0,0,0,1,1
211714,0.026760446900474258,0,0,0,1,1
410982,0.024354503669855962,0,0,0,1,1
905213,0.028030947612338573,0,0,0,1,1
147898,0.021125109803627133,0,0,0,1,1
530105,0.39253400530729327,1,1,0,1,1
610946,0.020055985716180363,0,0,0,1,1
383108,0.019485124178935435,0,0,0,1,1
836343,0.035718674490632235,0,0,0,1,1
110262,0.17112238262404106,0,0,0,0,0
585357,0.02796054256876746,0,0,0,1,1
784804,0.02771499602645373,0,0,0,1,1
719633,0.5384059534555048,1,0,1,0,1
715764,0.018705991858449112,0,0,0,1,1
753473,0.025220806848215583,0,0,0,1,1
980856,0.026968172994024566,0,0,0,1,1
271660,0.031635792004659734,0,0,0,1,1
342980,0.16494899010239208,0,0,0,0,0
830547,0.17387451273709756,0,0,0,0,0
264936,0.024635368304469114,0,0,0,1,1
976513,0.025122601362670607,0,0,0,1,1
828776,0.11722469977201012,0,0,0,1,1
240362,0.022457911686664278,0,0,0,1,1
137845,0.020099620196403593,0,0,0,1,1
430569,0.0319919370862991,0,0,0,1,1
317001,0.21191706998323742,0,0,0,0,0
625870,0.018668502932929636,0,0,0,1,1
660554,0.05167642934484286,0,0,0,1,1
917630,0.025817342149037907,0,0,0,1,1
670686,0.13122156198235066,0,0,0,1,0
717660,0.03800228620304009,0,0,0,1,1
450621,0.03330483677687678,0,0,0,1,1
939562,0.026650976439321496,0,0,0,1,1
135250,0.026593069598694244,0,0,0,1,1
714555,0.017761924987454096,0,0,0,1,1
947868,0.013541818013507661,0,0,0,1,1
573661,0.2081731857303604,0,0,0,0,0
228580,0.011076840167712128,0,0,0,1,1
557500,0.04164046032496077,0,0,0,1,1
238233,0.029973839188293428,0,0,0,1,1
979309,0.02773057051432479,0,0,0,1,1
342483,0.22281501033613754,0,0,0,0,0
833569,0.12854673487351145,0,0,0,1,1
120046,0.12693531361064622,0,0,0,1,1
816881,0.17295836221361124,0,0,0,1,0
717700,0.02530665515631299,0,0,0,1,1
384146,0.1381312906242662,1,1,0,0,0
245465,0.039915410256300715,0,0,0,1,1
510372,0.1937330146011049,0,0,0,0,0
709920,0.013915904254723119,0,0,0,1,1
143784,0.016428580141709937,0,0,0,1,1
602176,0.02527178619275322,1,1,0,1,1
870998,0.021976338103008797,0,0,0,1,1
958224,0.025453665634750565,0,0,0,1,1
837628,0.02952396599355077,0,0,0,1,1
395460,0.023240677234779628,0,0,0,1,1
136547,0.04488308427095206,0,0,0,1,1
780631,0.24476248970491027,0,0,0,0,0
166712,0.024729894778340745,0,0,0,1,1
217695,0.026849205737257756,0,0,0,1,1
263707,0.030902138382616313,0,0,0,1,1
638368,0.02485104873963324,0,0,0,1,1
695529,0.013322421456753815,0,0,0,1,1
871203,0.2530179039988978,0,0,0,0,1
915571,0.05273624743961793,0,0,0,1,1
642109,0.031463957573002695,0,0,0,1,1
833701,0.027632774707350722,0,0,0,1,1
275442,0.02338477505121917,0,0,0,1,1
374345,0.022770006717289487,0,0,0,1,1
384825,0.01029339923702009,0,0,0,1,1
559233,0.24476248970491027,0,0,0,0,0
564650,0.018117971817059875,0,0,0,1,1
277649,0.011465888738990786,0,0,0,1,1
732013,0.023162109801006095,0,0,0,1,1
793318,0.0480858510037851,0,0,0,1,1
830024,0.023915385336190313,0,0,0,1,1
223684,0.21191706998323742,0,0,0,0,0
723262,0.1790735835060406,0,0,0,0,0
879892,0.2007247314160019,0,0,0,0,0
966117,0.07718436915734403,0,0,0,1,1
265836,0.016639932911424356,0,0,0,1,1
474174,0.11447181295643827,1,1,0,1,1
202299,0.028068999632075944,0,0,0,1,1
497467,0.02641858336423664,0,0,0,1,1
134279,0.2007247314160019,0,0,0,0,0
635225,0.021966299802144307,0,0,0,1,1
980198,0.024146994575572442,0,0,0,1,1
995693,0.19337291793888572,0,0,0,0,0
861924,0.023290060471305,0,0,0,1,1
639383,0.20947266933510925,0,0,0,0,0
769731,0.06513717233930522,0,0,0,1,1
884530,0.1456009978011221,0,0,0,0,0
207372,0.22833911649148908,0,0,0,0,1
543553,0.20463531076357552,0,0,0,0,0
639701,0.011475891713259525,0,0,0,1,1
998090,0.01917671027894339,0,0,0,1,1
283747,0.041157237405318514,0,0,0,1,1
863122,0.21191706998323742,0,0,0,0,0
816593,0.02409994279067086,0,0,0,1,1
440939,0.02645619885095869,0,0,0,1,1
531201,0.9644301495800426,1,0,1,0,1
585629,0.021004004148795326,0,0,0,1,1
347932,0.009239634992105769,0,0,0,1,1
417886,0.03134121075984238,0,0,0,1,1
514900,0.24476248970491027,0,0,0,0,0
203550,0.02542441056072779,0,0,0,1,1
181825,0.0281814574854074,0,0,0,1,1
261582,0.010303291422539001,0,0,0,1,1
679859,0.024343337541232298,0,0,0,1,1
977693,0.2127593893498472,0,0,0,0,0
122958,0.028009972189115377,0,0,0,1,1
274698,0.027855062579720022,1,1,0,1,1
443967,0.18613466473308535,0,0,0,0,0
652291,0.03278079772790553,0,0,0,1,1
603775,0.030247862750448565,0,0,0,1,1
948404,0.020347268636380554,0,0,0,1,1
605877,0.023442632861086568,0,0,0,1,1
994377,0.02371355117029614,0,0,0,1,1
766927,0.03041470728942228,0,0,0,1,1
556492,0.22025018302166055,0,0,0,0,0
702588,0.02585590441311489,0,0,0,1,1
798248,0.012935033075602299,0,0,0,1,1
641448,0.022322949677317662,0,0,0,1,1
406047,0.030621251443663004,0,0,0,1,1
538902,0.15685598485084917,0,0,0,0,1
855602,0.16902318110777226,0,0,0,0,0
883242,0.21191706998323742,0,0,0,0,0
909134,0.026812828765007547,0,0,0,1,1
294753,0.019684484763744316,0,0,0,1,1
606076,0.17267310067510436,1,0,1,0,0
120613,0.14006083274051534,0,0,0,1,0
520094,0.02557783636422131,0,0,0,1,1
754539,0.05294729426852503,0,0,0,1,1
189611,0.030801303120157157,0,0,0,1,1
971599,0.026147288275722592,0,0,0,1,1
485189,0.9656372523150991,1,0,1,0,1
521384,0.028417091031702976,0,0,0,1,1
128039,0.02455065507217466,0,0,0,1,1
565133,0.024031669015099087,0,0,0,1,1
947876,0.2663297783617918,0,0,0,1,0
138746,0.040143689485189565,0,0,0,1,1
564707,0.028487010006683158,0,0,0,1,1
712114,0.18517764859338126,0,0,0,0,0
174996,0.025305622098730617,0,0,0,1,1
798854,0.09477312223680297,0,0,0,1,1
800075,0.021308089671469646,0,0,0,1,1
410384,0.011867943016357088,0,0,0,1,1
692304,0.022554968968340926,0,0,0,1,1
991672,0.03628125146911516,0,0,0,1,1
344180,0.09150794872710266,0,0,0,1,1
703338,0.21191706998323742,0,0,0,0,0
922388,0.023760793803442596,0,0,0,1,1
655743,0.02733972122675476,0,0,0,1,1
787472,0.10312447817284517,0,0,0,1,1
667687,0.20463531076357552,0,0,0,0,0
348920,0.019689328226687616,0,0,0,1,1
523394,0.024597912573244403,0,0,0,1,1
430521,0.17775942660009925,1,0,1,0,0
981581,0.027302245373462132,0,0,0,1,1
639510,0.013715270539151236,0,0,0,1,1
744675,0.027508302265560104,0,0,0,1,1
289177,0.037854788915138333,0,0,0,1,1
271641,0.22025018302166055,1,1,0,0,0
357149,0.02083015371687659,0,0,0,1,1
876207,0.022969915458557363,0,0,0,1,1
224384,0.019317646382507582,0,0,0,1,1
650445,0.028071077993699976,0,0,0,1,1
399982,0.022407965757458525,0,0,0,1,1
228984,0.018773809525008758,0,0,0,1,1
221388,0.021315552909006066,0,0,0,1,1
710053,0.03625042253333196,0,0,0,1,1
591576,0.9656372523150991,1,0,1,0,1
696577,0.16291063479027712,0,0,0,0,0
836475,0.024264303848076638,0,0,0,1,1
686223,0.19302260642449337,0,0,0,0,0
450979,0.15285598735673828,0,0,0,1,0
392235,0.02357869273326701,0,0,0,1,1
529218,0.024331948296541398,0,0,0,1,1
549132,0.10502854423967173,0,0,0,1,1
782523,0.20463531076357552,0,0,0,0,0
430880,0.18517764859338126,0,0,0,0,0
216652,0.22025018302166055,1,1,0,0,0
561092,0.17654265417389528,0,0,0,1,0
234866,0.030313418053058303,0,0,0,1,1
721984,0.025439142665918263,0,0,0,1,1
772397,0.019464738174897488,0,0,0,1,1
344199,0.010374664157245961,0,0,0,1,1
909385,0.012476818405632093,0,0,0,1,1
211043,0.009049861777625887,0,0,0,1,1
459801,0.02729978137289893,0,0,0,1,1
958243,0.025978591145304826,0,0,0,1,1
517758,0.010483267622758766,0,0,0,1,1
712062,0.07372836968469844,0,0,0,1,1
845945,0.03631819509021315,0,0,0,1,1
324707,0.019999173456241356,0,0,0,1,1
184635,0.02903615030604443,0,0,0,1,1
947123,0.14058332177320879,1,1,0,0,1
432598,0.022861678703615662,0,0,0,1,1
524483,0.026645489083191153,0,0,0,1,1
413445,0.13715340712338447,1,1,0,1,1
257575,0.031698659348044854,0,0,0,1,1
352834,0.10368534402432703,0,0,0,1,1
127590,0.02825168493722743,0,0,0,1,1
846374,0.022948259756692062,0,0,0,1,1
651054,0.2530179039988978,0,0,0,0,0
674637,0.20351870775476255,0,0,0,0,0
130368,0.0239777432618072,0,0,0,1,1
752331,0.024366228922424092,0,0,0,1,1
986825,0.025151427061639666,0,0,0,1,1
882024,0.17387451273709756,0,0,0,0,0
981343,0.009279190541620444,0,0,0,1,1
101581,0.012386007656098492,0,0,0,1,1
329358,0.2530179039988978,0,0,0,0,0
497494,0.023754491436272316,0,0,0,1,1
821379,0.12068595590905287,1,1,0,1,1
361816,0.029455985450174197,0,0,0,1,1
734192,0.02367330069995054,0,0,0,1,1
774724,0.02213846088986657,0,0,0,1,1
984824,0.18517764859338126,0,0,0,0,0
906396,0.023915385336190313,0,0,0,1,1
722976,0.020869739423905524,0,0,0,1,1
747304,0.0176827726561203,0,0,0,1,1
613804,0.022882230870486565,0,0,0,1,1
995877,0.1790735835060406,0,0,0,0,0
123928,0.16924334908255195,1,0,1,0,0
237105,0.17454617093982647,0,0,0,1,1
395026,0.029421697035118648,0,0,0,1,1
894466,0.02434857793698199,0,0,0,1,1
610393,0.032276825616804235,0,0,0,1,1
800726,0.024543040771757077,0,0,0,1,1
111171,0.026626521058720837,0,0,0,1,1
133324,0.16902318110777226,0,0,0,0,0
779434,0.020112827455334267,0,0,0,1,1
203184,0.028783525983969133,0,0,0,1,1
225077,0.013419581116865203,0,0,0,1,1
365816,0.02675942407629578,0,0,0,1,1
781463,0.024764059136151113,0,0,0,1,1
644786,0.024324051132298578,0,0,0,1,1
441440,0.029717288554799957,0,0,0,1,1
756791,0.03190968408363282,0,0,0,1,1
401858,0.17162860301753802,1,1,0,1,1
819569,0.028289654223310944,0,0,0,1,1
428826,0.17387451273709756,0,0,0,0,0
132563,0.22025018302166055,1,0,1,0,0
518533,0.1790735835060406,0,0,0,0,0
568547,0.023560751203254515,0,0,0,1,1
761007,0.9656372523150991,1,0,1,0,1
830931,0.016904486015818305,0,0,0,1,1
229204,0.1676219129436931,0,0,0,0,0
437269,0.020775836177295615,1,1,0,1,1
956005,0.03316116072739754,0,0,0,1,1
683361,0.14600424592216638,0,0,0,0,1
370486,0.11236017997315843,0,0,0,1,1
279919,0.036124517919595735,0,0,0,1,1
635249,0.029669347239568485,0,0,0,1,1
849415,0.0277964426898471,0,0,0,1,1
334003,0.019165404426590257,0,0,0,1,1
256323,0.022101772119271345,0,0,0,1,1
612555,0.02374924794787747,0,0,0,1,1
411242,0.9656372523150991,1,0,1,0,1
353128,0.008691121271091506,0,0,0,1,1
367961,0.019740751424983386,0,0,0,1,1
431899,0.039353200821367174,0,0,0,1,1
835491,0.02319703291389624,0,0,0,1,1
791355,0.02783854675508724,0,0,0,1,1
331258,0.02257474350614023,0,0,0,1,1
713329,0.032793243312562254,0,0,0,1,1
422805,0.03070519193590703,0,0,0,1,1
660376,0.011146258979891995,0,0,0,1,1
841677,0.1143802447688666,0,0,0,1,1
626326,0.9316898177160607,1,0,1,0,1
412854,0.02970245801923512,0,0,0,1,1
686728,0.22025018302166055,0,0,0,0,0
333621,0.023091728160665626,0,0,0,1,1
270570,0.022440130574700276,0,0,0,1,1
305171,0.028188495906007766,0,0,0,1,1
197529,0.19022626313867796,1,0,1,0,0
496325,0.008906569746353898,0,0,0,1,1
873180,0.17387451273709756,1,1,0,0,1
630320,0.02682830549733402,0,0,0,1,1
304944,0.028434379666219256,0,0,0,1,1
615662,0.029620671750473532,0,0,0,1,1
887192,0.21191706998323742,0,0,0,0,0
540497,0.08520899770416795,0,0,0,1,1
534794,0.9649002531640106,1,0,1,0,1
336341,0.011152637531396524,0,0,0,1,1
465530,0.08211450889032147,0,0,0,1,1
600598,0.026252616163467427,0,0,0,1,1
724720,0.030092421312614283,0,0,0,1,1
627489,0.01935387193161981,0,0,0,1,1
264064,0.29445557852747645,1,1,0,1,1
740762,0.02324629621672804,0,0,0,1,1
527622,0.028765867326428596,0,0,0,1,1
984636,0.021432720847282004,0,0,0,1,1
110691,0.019712835329632725,0,0,0,1,1
737791,0.021106082190259192,0,0,0,1,1
219413,0.04565702298603242,0,0,0,1,1
260685,0.09913637885844903,0,0,0,1,0
501363,0.052519482299692534,0,0,0,1,1
982202,0.1232063656598809,0,0,0,0,0
218529,0.02532966825032249,0,0,0,1,1
343051,0.16902318110777226,0,0,0,0,0
881157,0.022015517282965257,0,0,0,1,1
426185,0.026075860897510048,0,0,0,1,1
546758,0.023875576663101816,0,0,0,1,1
270723,0.027486163399033092,0,0,0,1,1
794248,0.22025018302166055,0,0,0,0,0
504715,0.029765158481440356,0,0,0,1,1
380183,0.027471007915277852,0,0,0,1,1
654817,0.02155056543536272,0,0,0,1,1
541078,0.12801564397258286,0,0,0,1,1
948327,0.17387451273709756,0,0,0,0,0
384269,0.03076373475295001,0,0,0,1,1
791852,0.12764829303628203,0,0,0,1,1
372183,0.030684624558043192,0,0,0,1,1
481857,0.03659282919952344,0,0,0,1,1
411523,0.019914498940594258,0,0,0,1,1
765252,0.021630646944934648,0,0,0,1,1
539358,0.02485104873963324,0,0,0,1,1
697837,0.02273675565393927,0,0,0,1,1
410921,0.025262146262493075,0,0,0,1,1
826304,0.014873845797197874,0,0,0,1,1
200077,0.1056213525445511,0,0,0,1,1
597897,0.1676219129436931,0,0,0,0,0
119408,0.1676219129436931,0,0,0,0,0
241167,0.019740751424983386,0,0,0,1,1
159275,0.021632273721069115,0,0,0,1,1
615439,0.018066237261781207,0,0,0,1,1
458697,0.0255958827192922,0,0,0,1,1
620465,0.037832019701829527,0,0,0,1,1
654578,0.02528079162050059,0,0,0,1,1
432451,0.03616812065366752,0,0,0,1,1
381786,0.15582987935591613,0,0,0,0,0
440967,0.021146396677710795,0,0,0,1,1
493677,0.023618358079498983,0,0,0,1,1
815207,0.16523481867103615,0,0,0,0,0
850418,0.021627148130113315,0,0,0,1,1
406574,0.027380340654081108,0,0,0,1,1
119837,0.024481642405554283,0,0,0,1,1
546039,0.009986473304131974,0,0,0,1,1
950914,0.1548246327712736,0,0,0,1,1
387129,0.03156780980332356,0,0,0,1,1
876006,0.029643225031544176,0,0,0,1,1
230311,0.02568191924907306,0,0,0,1,1
955991,0.020955601564455455,0,0,0,1,1
279409,0.03702888509744687,0,0,0,1,1
293531,0.037892651571647194,0,0,0,1,1
886127,0.031376507335768064,0,0,0,1,1
536021,0.5779510760481068,0,0,0,0,1
579005,0.02944736099131694,0,0,0,1,1
758372,0.0539863609201509,0,0,0,1,1
671764,0.1919341078047881,1,1,0,0,0
142290,0.255523143036898,0,0,0,0,0
605505,0.030883235165131313,0,0,0,1,1
413185,0.021187243482785376,0,0,0,1,1
715462,0.023236137480006195,0,0,0,1,1
739933,0.011230523556340147,0,0,0,1,1
675106,0.027474172277393107,0,0,0,1,1
767728,0.1790735835060406,0,0,0,0,0
244032,0.02644312670046503,0,0,0,1,1
872408,0.15010826731803098,1,0,1,0,0
583648,0.03186031816405159,0,0,0,1,1
250380,0.08880631600235363,0,0,0,1,1
935504,0.02120800033233883,0,0,0,1,1
311943,0.02414556561720536,0,0,0,1,1
811684,0.11066067106451771,0,0,0,1,1
672103,0.14019401309252022,0,0,0,1,0
657339,0.025133424141504705,0,0,0,1,1
433812,0.012688054106928049,0,0,0,1,1
559304,0.19655628570291403,0,0,0,1,1
290249,0.034205803719409476,0,0,0,1,1
948815,0.023104822075356475,0,0,0,1,1
513229,0.0276583115549624,0,0,0,1,1
501278,0.01345778726463242,0,0,0,1,1
500455,0.028417091031702976,0,0,0,1,1
615394,0.18267341452568076,0,0,0,1,0
158314,0.09968119862188367,0,0,0,1,1
418090,0.024073857283045105,0,0,0,1,1
769623,0.10756037891213131,0,0,0,1,0
685314,0.03952920030689871,0,0,0,1,1
413282,0.026702539410698178,0,0,0,1,1
884088,0.02534297595246162,0,0,0,1,1
445867,0.025803303530774445,0,0,0,1,1
568286,0.021769392094651868,0,0,0,1,1
965066,0.2530179039988978,1,1,0,0,1
105145,0.9656372523150991,1,0,1,0,1
516329,0.008737652630261116,0,0,0,1,1
945479,0.023631094705954266,0,0,0,1,1
363925,0.07135890698959457,0,0,0,1,1
798216,0.02823694339895647,0,0,0,1,1
822694,0.15740925278957274,0,0,0,1,0
747483,0.1790735835060406,0,0,0,0,0
784838,0.029774172025040464,0,0,0,1,1
405597,0.02560732851251133,0,0,0,1,1
502592,0.02593722956710502,0,0,0,1,1
134717,0.22281501033613754,0,0,0,0,0
416620,0.1790735835060406,0,0,0,0,0
198424,0.021876367624357723,0,0,0,1,1
455892,0.215261067196287,0,0,0,0,0
814653,0.0313054392573784,0,0,0,1,1
636505,0.021769392094651868,0,0,0,1,1
923268,0.16494899010239208,1,1,0,0,0
685346,0.027980093770437534,0,0,0,1,1
967634,0.17267310067510436,0,0,0,0,0
919506,0.13730091911040665,0,0,0,0,0
272944,0.037245654072340956,0,0,0,1,1
512906,0.07787720518773882,0,0,0,1,1
490984,0.02174271638031547,0,0,0,1,1
812042,0.020112827455334267,0,0,0,1,1
366719,0.12473267577069666,0,0,0,1,1
192177,0.04029070804930916,0,0,0,1,1
273353,0.2155467197789668,0,0,0,0,0
249555,0.029421697035118648,0,0,0,1,1
103862,0.030121034675534793,0,0,0,1,1
121935,0.05929109476135757,0,0,0,1,1
224402,0.025504482708533754,0,0,0,1,1
988839,0.18351626995452375,1,0,1,0,0
416768,0.02622795039583109,0,0,0,1,1
667767,0.030092421312614283,0,0,0,1,1
955178,0.034335539985566,0,0,0,1,1
534716,0.032327405351132606,0,0,0,1,1
565041,0.011689895786116528,0,0,0,1,1
596004,0.008154060717875817,0,0,0,1,1
340934,0.18344605735657682,1,0,1,0,0
335839,0.02669969556677717,0,0,0,1,1
621940,0.08971032685662199,0,0,0,1,1
308379,0.02722196942325353,0,0,0,1,1
683791,0.041204075595755556,0,0,0,1,1
715015,0.028877339582443207,0,0,0,1,1
835796,0.022202873277161573,0,0,0,1,1
564201,0.02405942554627318,0,0,0,1,1
572410,0.03076018144368262,0,0,0,1,1
306288,0.035397065016945485,1,1,0,1,1
568111,0.04416641939077665,0,0,0,1,1
201220,0.024857879920622498,0,0,0,1,1
533766,0.029224147466483115,0,0,0,1,1
990933,0.04416921883780436,0,0,0,1,1
968764,0.19817724326795194,0,0,0,0,0
613265,0.02217385948984547,0,0,0,1,1
163608,0.013672828057234996,0,0,0,1,1
237984,0.027324664441424323,0,0,0,1,1
288419,0.031418249348582866,0,0,0,1,1
666556,0.02216325353382606,0,0,0,1,1
698180,0.1456009978011221,0,0,0,0,0
807589,0.014538635531637669,0,0,0,1,1
135382,0.024381034549212168,0,0,0,1,1
444778,0.020695082601767088,0,0,0,1,1
502534,0.02123248076536616,0,0,0,1,1
589840,0.024953691642671506,0,0,0,1,1
551300,0.02500801131914346,0,0,0,1,1
990204,0.026408948528769145,0,0,0,1,1
148299,0.02387990368097713,0,0,0,1,1
412902,0.02762598143699184,0,0,0,1,1
602694,0.16312440362476424,0,0,0,0,0
662934,0.22281501033613754,0,0,0,0,0
205445,0.022882230870486565,0,0,0,1,1
773293,0.023929321143819106,0,0,0,1,1
